user_id,signup_date,country,acquisition_channel,plan_type,email
7399,2024-09-08,UK,social,free,user7399@gmail.com
7400,2024-03-18,UA,social,free,user7400@example.com
7401,2024-01-20,CA,organic,basic,user7401@mail.com
7402,2024-09-09,US,social,free,user7402@mail.com
7403,2024-07-25,CA,referral,premuim,user7403@example.com
7404,2024-05-16,UA,referral,basic,user7404@gmail.com
7405,2024-04-30,US,organic,free,user7405@mail.com
7406,2024-03-05,UA,ads,free,user7406@outlook.com
7407,2024-09-03,UA,organic,free,user7407@example.com
7408,2024-12-09,PL,referral,basic,user7408@example.com
7409,2024-02-21,MD,referral,premium,user7409@mail.com
7410,2024-08-04,DE,social,free,user7410@mail.com
7411,2024-05-24,US,organic,basic,user7411@gmail.com
7412,2024-06-01,CA,organic,free,USER7412@GMAIL.COM
7413,2024-03-20,UA,ads,free,user7413@example.com
7414,2024-10-19,NL,organic,free,user7414@gmail.com
7415,2024-06-18,UK,referral,premium,user7415@mail.com
7416,2024-07-12,PL,social,premium,user7416@gmail.com
7417,2024-04-08,RO,ads,basic,user7417@gmail.com
7418,2024-02-23,IT,referral,basic,user7418@outlook.com
7419,2024-01-26,PL,unknown,premium,user7419@mail.com
7420,2024-09-16,FR,social,basic,user7420@gmail.com
7421,2024-02-27,US,unknown,free,user7421@example.com
7422,2024-09-09,PL,organic,basic,user7422@outlook.com
7423,2024-05-11,US,social,free,user7423@example.com
7424,2024-05-20,MD,ads,free,user7424@mail.com
7425,2024-06-11,US,organic,premium,user7425@gmail.com
7426,2024-05-02,PL,organic,free,user7426@example.com
7427,2024-01-30,US,social,free,user7427@gmail.com
7428,2024-04-10,MD,organic,basic,
7429,2024-09-01,UA,social,free,user7429@gmail.com
7430,2024-09-02,NL,social,free,user7430@example.com
7431,2024-04-01,US,organic,basic,user7431@example.com
7432,2024-06-07,US,ads,premium,user7432@example.com
7433,2024-02-26,PL,AD,free,user7433@gmail.com
7434,2024-03-03,UA,organic,free,
7435,2024-01-07,DE,ads,basic,user7435@mail.com
7436,2024-11-11,CA,organic,free,user7436@gmail.com
7437,2024-03-03,US,referral,free,user7437@mail.com
7438,2024-03-09,UA,ads,free,user7438@gmail.com
7439,2024-03-29,PL,social,basic,user7439@example.com
7440,2024-02-07,RO,organic,free,user7440@gmail.com
7441,2024-08-22,UA,organic,premium,user7441@mail.com
7442,2024-01-23,US,referral,free,user7442@mail.com
7443,2024-02-09,MD,social,free,user7443@gmail.com
7444,2024-08-24,FR,organic,free,user7444@outlook.com
7445,2024-04-21,PL,social,basic,user7445@gmail.com
7446,2024-09-14,UA,ads,free,user7446@mail.com
7447,2024-07-18,US,organic,free,user7447@gmail.com
7448,2024-03-20,RO,unknown,premium,user7448@gmail.com
7449,2024-08-27,PL,referral,free,user7449@mail.com
7450,2024-02-04,DE,social,free,user7450@outlook.com
7451,2024-07-09,ES,referral,free,user7451@outlook.com
7452,2024-05-29,UK,organic,free,user7452@mail.com
7453,2024-03-25,US,referral,,USER7453@GMAIL.COM
7454,2024-08-07,RO,organic,free,user7454@mail.com
7455,2024-11-01,CA,ads,free,user7455@gmail.com
7456,2024-12-20,US,ads,free,user7456@mail.com
7457,2024-08-09,UA,organic,free,user7457@mail.com
7458,2024-05-16,DE,organic,premium,user7458@example.com
7459,2024-03-09,FR,social,premium,user7459@mail.com
7460,2024-03-21,RO,social,free,user7460@mail.com
7461,2024-06-15,ES,social,free,user7461@mail.com
7462,,PL,social,free,user7462@mail.com
7463,2024-11-18,ES,social,premium,user7463@mail.com
7464,2024-05-02,CA,ads,free,user7464@example.com
7465,,ES,referral,premium,user7465mail.com
7466,2024-05-08,ES,ads,basic,user7466@mail.com
7467,2024-10-22,RO,referral,free,user7467@example.com
7468,2024-08-27,DE,social,basic,user7468@gmail.com
7469,2024-08-11,FR,social,free,user7469@mail.com
7470,2024-04-19,DE,ads,basic,user7470@gmail.com
7471,2024-10-16,US,social,free,user7471@mail.com
7472,2024-01-12,IT,social,free,user7472@example.com
7473,2024-11-01,PL,organic,free,user7473@gmail.com
7474,2024-06-29,US,social,free,user7474@mail.com
7475,2024-05-14,UA,ads,free,user7475@mail.com
7476,2024-06-23,IT,referral,free,user7476@outlook.com
7477,2024-09-02,IT,social,free,user7477@mail.com
7478,2024-01-04,UA,social,free,user7478@mail.com
7479,2024-11-01,US,social,premium,user7479@mail.com
7480,2024-06-01,CA,organic,basic,user7480@mail.com
7481,2024-04-23,UA,social,free,USER7481@GMAIL.COM
7482,2024-02-10,U K,referral,free,user7482@example.com
7483,2024-05-29,MD,referral,free,user7483@gmail.com
7484,2024-06-22,US,referral,free,
7485,2024-05-16,DE,social,free,user7485@gmail.com
7486,2024-09-06,US,referral,free,user7486@outlook.com
7487,2024-05-22,MD,referral,basic,USER7487@GMAIL.COM
7488,2024-12-06,US,social,free,user7488@example.com
7489,2024-08-05,PL,organic,free,user7489@mail.com
7490,2024-10-13,IT,organic,basic,user7490@mail.com
7491,2024-02-02,UK,ads,basic,user7491@gmail.com
7492,2024-05-13,US,referral,free,user7492@example.com
7493,2024-04-20,US,referral,free,user7493@mail.com
7494,2024-07-23,PL,social,free,user7494@gmail.com
7495,2024-10-29,PL,referral,premium,user7495@gmail.com
7496,2024-01-24,CA,organic,free,user7496@gmail.com
7497,2024-01-22,UK,ads,free,
7498,2024-10-26,CA,,free,user7498@example.com
7499,2024-03-04,NL,referral,free,user7499@gmail.com
7500,2024-09-03,IT,organic,basic,user7500@example.com
7501,2024-07-12,UA,social,free,user7501@mail.com
7502,2024-10-21,MD,social,free,user7502@example.com
7503,2024-02-06,NL,organic,free,user7503@mail.com
7504,2024-02-08,UA,social,free,user7504@example.com
7505,2024-07-18,ZZ,referral,basic,
7506,2024-11-30,MD,referral,free,user7506@example.com
7507,2024-05-20,IT,ads,free,user7507@mail.com
7508,2024-04-16,US,ads,free,user7508@gmail.com
7509,2024-08-08,MD,ads,free,user7509@mail.com
7510,2024-11-24,DE,unknown,free,USER7510@GMAIL.COM
7511,2024-10-22,DE,ads,free,user7511@mail.com
7512,2024-12-19,DE,social,free,user7512@mail.com
7513,2024-01-07,DE,referral,free,user7513@gmail.com
7514,2024-02-03,RO,referral,basic,user7514@mail.com
7515,2024-08-09,UA,organic,free,user7515@mail.com
7516,2024-10-17,PL,referral,free,user7516@example.com
7517,2024-03-31,PL,social,premium,user7517@mail.com
7518,2024-03-14,FR,ads,premium,user7518@example.com
7519,2024-10-07,US,social,basic,user7519@example.com
7520,2024-01-17,MD,social,free,user7520@mail.com
7521,2024-05-03,CA,organic,free,user7521@example.com
7522,2024-06-26,CA,organic,basic,user7522@example.com
7523,2024-07-20,PL,social,free,user7523@gmail.com
7524,2024-09-20,NL,organic,free,user7524@example.com
7525,2024-04-27,US,social,free,user7525@outlook.com
7526,2024-08-11,US,ads,free,user7526@outlook.com
7527,2024-07-30,ES,social,premium,user7527@gmail.com
7528,2024-07-14,FR,referral,free,user7528@mail.com
7529,2024-08-23,UK,social,free,user7529@mail.com
7530,2024-03-22,UA,referral,basic,user7530@mail.com
7531,2024-01-25,RO,ads,premium,
7532,2024-02-05,RO,organic,free,user7532@mail.com
7533,2024-03-08,UA,social,free,user7533@mail.com
7534,2024-06-24,NL,organic,free,user7534@gmail.com
7535,2024-10-23,NL,organic,free,user7535@mail.com
7536,2024-09-12,NL,ads,free,user7536@gmail.com
7537,2024-10-08, ro,ads,free,user7537@outlook.com
7538,2024-04-26,DE,organic,basic,user7538@mail.com
7539,2024-05-16,,social,basic,user7539@example.com
7540,2024-05-12,UA,social,basic,user7540@gmail.com
7541,2024-02-26,DE,social,basic,user7541@example.com
7542,2024-01-18,UA,AD,free,user7542@example.com
7543,2024-08-01,UA,referral,basic,user7543@gmail.com
7544,2024-12-16,MD,organic,free,user7544@gmail.com
7545,2024-02-19,UK,social,free,user7545@mail.com
7546,2024-01-14,CA,ads,basic,user7546@mail.com
7547,2024-10-05,PL,referral,basic,user7547@mail.com
7548,2024-03-19,US,ads,free,user7548@gmail.com
7549,2024-10-20,DE,organic,free,user7549@outlook.com
7550,2024-09-13,US,ads,free,user7550@gmail.com
7551,2024-11-30,DE,organic,free,user7551@example.com
7552,2024-05-18,US,unknown,free,user7552@mail.com
7553,2024-09-01,MD,organic,free,user7553@gmail.com
7554,2024-06-09,US,ads,free,user7554@mail.com
7555,2024-08-18,ES,referral,free,user7555@example.com
7556,2024-06-02,MD,social,premium,user7556@mail.com
7557,2024-02-25,RO,social,free,user7557@mail.com
7558,2024-06-27,US,ads,basic,user7558@example.com
7559,2024-07-06,UA,referral,free,user7559@gmail.com
7560,2024-10-14,UK,referral,basic,
7561,2024-09-22,US,organic,free,user7561@mail.com
7562,2024-09-01,UA,referral,free,user7562@outlook.com
7563,2024-02-03,DE,ads,free,user7563@mail.com
7564,2024-09-18,FR,organic,premium,user7564@gmail.com
7565,2024-06-24,UA,referral,free,user7565@mail.com
7566,2024-11-10,ES,organic,free,user7566@example.com
7567,2024-11-20,US,social,BASIC,user7567@mail.com
7568,2024-01-17,UK,social,free,user7568@gmail.com
7569,2024-10-17,UA,social,free,user7569@mail.com
7570,2024-01-12,IT,referral,free,user7570@example.com
7571,2024-05-02,ES,referral,free,user7571@mail.com
7572,2024-07-12,CA,organic,free,user7572@mail.com
7573,2024-02-13,UA,referral,premium,user7573@mail
7574,2024-09-25,UA,ads,free,user7574@gmail.com
7575,2024-01-03,UK,referral,basic,user7575@example.com
7576,2024-02-19,UA,ads,free,user7576@mail.com
7577,2024-07-28,RO,organic,basic,user7577@mail.com
7578,2024-09-16,PL,referral,free,user7578@example.com
7579,2024-11-19,IT,referral,free,user7579@outlook.com
7580,2024-09-13,usa,social,free,user7580@mail.com
7581,2024-09-03,US,referral,free,user7581@mail.com
7582,2024-05-12,NL,referral,free,user7582@outlook.com
7583,2024-01-01,UK,ads,free,user7583@mail.com
7584,2024-02-05,UK,ads,premium,user7584@mail.com
7585,2024-07-09,MD,ads,free,user7585@mail.com
7586,2024-09-04,PL,ads,free,user7586@mail.com
7587,2024-05-21,ES,social,free,user7587@gmail.com
7588,2024-09-21,DE,referral,free,user7588@gmail.com
7589,2024-07-03,IT,ads,premium,user7589@example.com
7590,2024-01-22,ES,social,free,user7590@mail.com
7591,2024-02-26,RO,referral,premium,user7591@gmail.com
7592,2024-10-23,CA,referral,BASIC,user7592@gmail.com
7593,2024-09-19,NL,referral,free,user7593@mail.com
7594,2024-11-10,PL,ads,free,user7594@mail.com
7595,2024-02-04,RO,organic,basic,user7595@mail.com
7596,2024-12-17,CA,social,premium,user7596@mail.com
7597,2024-03-03,PL,social,basic,
7598,2024-01-04,NL,social,free,user7598@mail.com
7599,2024-12-20,US,organic,premium,user7599@example.com
7600,2024-03-30,PL,social,free,user7600@gmail.com
7601,2024-09-02,CA,referral,premium,user7601@outlook.com
7602,2024-02-21,PL,social,free,user7602@mail.com
7603,2024-07-28,UK,ads,free,user7603@mail.com
7604,2024-11-14,PL,referral,free,user7604@gmail.com
7605,2024-04-14,IT,social,basic,user7605@gmail.com
7606,2024-09-03,UA,social,free,user7606@gmail..com
7607,2024-02-25,DE,social,basic,user7607@outlook.com
7608,2024-08-16,CA,referral,basic,user7608@mail.com
7609,2024-04-20,UA,ads,basic,user7609@gmail.com
7610,,UA,social,free,user7610@gmail.com
7611,2024-04-11,PL,referral,basic,user7611@gmail.com
7612,2024-02-22,US,ads,basic,user7612@gmail.com
7613,2024-11-13,UA,social,basic,user7613@mail.com
7614,2024-05-13,PL,ads,free,user7614@mail.com
7615,2024-03-16,PL,referral,free,user7615@mail.com
7616,2024-06-02,UK,ads,premium,user7616@example.com
7617,2024-04-14,UK,referral,free,user7617@gmail.com
7618,2024-09-25,FR,social,basic,user7618@mail.com
7619,2024-12-10,RO,organic,basic,user7619@gmail.com
7620,2024-05-29,US,ads,premium,user7620@mail.com
7621,2024-10-29,US,organic,free,user7621@example.com
7622,2024-07-22,UK,referral,free,user7622@mail.com
7623,2024-02-16,RO,referral,free,user7623@mail.com
7624,2024-09-09,UA,ads,free,user7624@mail.com
7625,2024-06-30,US,organic,free,user7625@outlook.com
7626,2024-08-27,PL,social,free,user7626@example.com
7627,2024-11-08,US,organic,free,user7627@mail.com
7628,2024-05-30,US,organic,basic,user7628@outlook.com
7629,,IT,organic,premium,user7629@gmail.com
7630,2024-09-27,UA,social,basic,user7630@example.com
7631,2024-06-19,FR,ads,free,user7631@mail.com
7632,2024-08-07,UK,ads,premium,user7632@example.com
7633,2024-04-16,DE,organic,basic,user7633@mail.com
7634,2024-12-14,PL,organic,free,user7634@gmail.com
7635,2024-09-02,UA,referral,free,user7635@gmail.com
7636,2024-01-13,RO,ads,premium,user7636@mail.com
7637,2024-04-16,UA,social,premium,user7637@mail.com
7638,2024-08-15,US,referral,basic,
7639,2024-01-17,RO,ads,free,user7639@gmail.com
7640,2024-01-08,ES,referral,basic,user7640@outlook.com
7641,2024-06-03,RO,social,basic,user7641@mail.com
7642,2024-04-19,UK,referral,free,user7642@gmail.com
7643,2024-05-29,PL,ads,premium,user7643@mail.com
7644,2024-03-23,FR,referral,free,user7644@example.com
7645,2024-02-18,US,referral,free,user7645@mail.com
7646,2024-09-09,UA,ads,premium,user7646@outlook.com
7647,2024-06-30,NL,organic,free,user7647@mail.com
7648,2024-02-28,PL,social,basic,user7648@gmail.com
7649,2024-04-14,US,organic,free,user7649@mail.com
7650,2024-08-02,UA,organic,free,user7650@mail.com
7651,2024-01-22,US,ads,basic,user7651@mail.com
7652,2024-02-13,UK,referral,premium,user7652@mail.com
7653,2024-01-22,US,organic,basic,user7653@mail.com
7654,2024-10-15,US,ads,free,user7654@mail.com
7655,2024-09-27,IT,ads,free,user7655@gmail.com
7656,2024-09-27,FR,ads,basic,user7656@example.com
7657,2024-09-17,DE,referral,free,user7657@gmail.com
7658,2024-09-03,MD,ads,free,user7658mail.com
7659,2024-06-14,CA,referral,free,user7659@gmail.com
7660,2024-08-23,PL,referral,free,user7660@outlook.com
7661,2024-01-12,US,ads,free,user7661@outlook.com
7662,2024-08-14,FR,organic,premium,user7662@gmail.com
7663,2024-10-05,DE,ads,free,user7663@mail.com
7664,2024-06-24,DE,referral,free,user7664@gmail.com
7665,2024-04-28,DE,referral,basic,user7665@mail.com
7666,2024-03-29,,organic,free,user7666@gmail.com
7667,2024-08-24,FR,referral,premium,user7667@mail.com
7668,2024-09-10,US,organic,free,user7668@mail.com
7669,2024-11-01,RO,organic,free,user7669@gmail.com
7670,2024-04-22,U K,organic,free,user7670@example.com
7671,2024-10-02,UA,referral,free,user7671@gmail.com
7672,2024-07-20,DE,organic,free,user7672@gmail.com
7673,2024-11-06,UA,organic,free,user7673@outlook.com
7674,2024-07-06,US,organic,free,user7674@gmail.com
7675,2024-07-01,UK,ads,basic,user7675@gmail.com
7676,2024-07-27,US,organic,premium,user7676@example.com
7677,2024-09-26,UA,ads,free,user7677@outlook.com
7678,2024-12-07,US,organic,free,user7678@outlook.com
7679,2024-01-22,UA,social,free,user7679@mail.com
7680,2024-01-16,US,ads,basic,user7680@outlook.com
7681,2024-11-27,MD,social,basic,user7681@example.com
7682,2024-07-07,PL,social,basic,user7682@mail.com
7683,2024-08-12,US,organic,free,user7683@gmail.com
7684,2024-06-16,US,ads,free,user7684@gmail.com
7685,2024-01-28,DE,social,basic,user7685@mail.com
7686,2024-10-02,MD,organic,free,user7686@outlook.com
7687,2024-09-26,US,organic,free,user7687@example.com
7688,2024-04-11,ES,ads,free,user7688@outlook.com
7689,2024-04-09,PL,social,premium,user7689@mail.com
7690,2024-10-22,ES,ads,free,user7690@outlook.com
7691,2024-01-22,IT,ads,free,user7691@mail.com
7692,2024-11-05,NL,social,free,user7692@gmail.com
7693,2024-03-21,US,referral,premium,user7693@mail.com
7694,2024-08-02,ES,ads,free,user7694@outlook.com
7695,2024-11-26,US,referral,free,user7695@gmail.com
7696,2024-09-05,DE,referral,basic,user7696@mail.com
7697,2024-05-20,U K,ads,free,user7697@example.com
7698,2024-09-09,PL,social,free,user7698@mail.com
7699,2024-04-23,UA,organic,basic,user7699@mail.com
7700,2024-03-28,NL,organic,premium,user7700@mail.com
7701,2024-12-19,ES,organic,basic,user7701@mail.com
7702,2024-09-27,DE,ads,free,user7702@gmail.com
7703,2024-08-24,UA,social,free,user7703@gmail.com
7704,2024-04-27,US,referral,free,user7704@mail.com
7705,2024-01-15,PL,ads,free,user7705@mail.com
7706,2024-01-10,UA,ads,basic,user7706@gmail.com
7707,2024-07-17,CA,social,basic,user7707@gmail.com
7708,2024-09-30,MD,organic,free,user7708@gmail.com
7709,2024-07-10,DE,ads,basic,user7709@mail.com
7710,2024-10-23,MD,organic,free,user7710@mail.com
7711,2024-01-10,CA,social,basic,user7711@mail.com
7712,2024-05-02,US,referral,free,user7712@mail.com
7713,2024-03-13,PL,ads,basic,user7713@mail.com
7714,2024-06-02,RO,ads,basic,user7714@example.com
7715,2024-01-22,U K,organic,free,user7715@example.com
7716,2024-12-03,US,organic,basic,user7716@mail.com
7717,2024-03-08,UA,social,basic,user7717@example.com
7718,2024-11-21,US,ads,free,user7718@mail.com
7719,2024-05-24,MD,ads,free,user7719@gmail.com
7720,2024-12-15,IT,referral,free,user7720@gmail..com
7721,2024-07-17,RO,ads,free,user7721@outlook.com
7722,2024-11-24,US,organic,basic,user7722@mail.com
7723,2024-01-02,UA,ads,free,user7723@mail.com
7724,2024-09-26,UA,referral,free,user7724@gmail.com
7725,2024-11-13,IT,organic,free,user7725@mail.com
7726,2024-02-11,US,organic,free,user7726@example.com
7727,2024-01-29,CA,social,free,user7727@mail.com
7728,2024-05-24,UA,referral,free,user7728@mail.com
7729,2024-11-25,US,ads,free,USER7729@GMAIL.COM
7730,2024-07-12,US,ads,premium,user7730@gmail.com
7731,2024-07-06,CA,organic,basic,user7731@mail.com
7732,2024-02-11,DE,social,free,user7732@gmail.com
7733,2024-01-01,NL,organic,free,user7733@mail.com
7734,,MD,referral,premium,user7734@example.com
7735,2024-01-26,UA,organic,basic,user7735@mail.com
7736,2024-08-20,UA,social,basic,user7736@mail.com
7737,2024-11-18,US,organic,free,user7737@example.com
7738,2024-03-02,MD,ads,basic,user7738@mail.com
7739,2024-09-02,PL,organic,basic,user7739@outlook.com
7740,2024-01-24,RO,referral,premium,user7740@outlook.com
7741,2024-08-07,IT,organic,premium,user7741@outlook.com
7742,2024-02-18,US,,free,user7742@mail.com
1849,2024-09-22,RO,organic,basic,user7743@gmail.com
7744,2024-04-07,UA,organic,free,user7744@gmail.com
7745,2024-06-08,US,organic,free,user7745@example.com
7746,2024-08-05,US,social,premium,user7746@mail.com
7747,2024-02-20,RO,ads,premium,user7747@mail.com
7748,2024-09-24,UA,referral,free,user7748@mail.com
7749,2024-04-07,DE,ads,free,user7749@example.com
7750,2024-09-01,IT,ads,free,
7751,2024-02-16,DE,social,premium,user7751@mail.com
7752,2024-09-08,RO,,premium,user7752@mail.com
7753,2024-02-07,UK,organic,free,user7753@example.com
7754,2024-05-24,US,social,free,user7754mail.com
7755,2024-03-17,PL,ads,free,user7755@gmail.com
7756,2024-09-26,RO,ads,free,user7756@mail.com
7757,2024-03-23,FR,referral,free,user7757@mail.com
7758,2024-11-05,PL,ads,premium,user7758@mail.com
7759,2024-11-09,UK,social,premium,user7759@mail.com
7760,2024-02-27,UA,referral,free,user7760@example.com
7761,2024-08-11,PL,referral,basic,user7761@mail.com
7762,2024-01-26,UK,social,premium,user7762@outlook.com
7763,2024-05-11,MD,referral,free,user7763@gmail.com
7764,2024-09-16,RO,organic,free,user7764@mail.com
7765,2024-08-31,UK,social,basic,user7765@outlook.com
7766,2024-08-16,CA,referral,free,user7766@mail.com
7767,2024-03-30,ES,ads,free,user7767@mail.com
7768,2024-05-06,FR,social,basic,user7768@mail.com
7769,2024-01-31,UA,referral,free,user7769@mail.com
7770,2024-09-17,RO,organic,free,user7770@mail.com
7771,2024-06-26,FR,referral,basic,user7771@example.com
7772,2024-09-14,CA,ads,free,user7772@mail.com
7773,2024-03-18,UA,organic,premium,user7773@mail.com
7774,2024-04-15,UA,referral,free,user7774@mail.com
7775,2024-04-19,US,ads,premium,user7775@gmail.com
7776,2024-01-08,US,referral,free,user7776@gmail.com
7777,2024-04-22,MD,social,free,user7777@gmail.com
7778,2024-10-12,MD,ads,free,user7778@gmail.com
7779,2024-11-11,ZZ,organic,free,user7779@outlook.com
7780,2024-07-02,DE,referral,free,
7781,2024-06-05,US,organic,premium,user7781@example.com
7782,2024-01-10,DE,organic,premium,user7782@gmail.com
7783,2024-11-04,CA,ads,free,user7783@mail.com
7784,2024-01-04,DE,social,free,user7784@gmail.com
7785,2024-11-29,ES,referral,free,
7786,2024-06-19,CA,ads,free,user7786@outlook.com
7787,2024-04-22,UA,social,free,user7787@outlook.com
7788,2024-11-22,MD,ads,free,user7788@mail
7789,2024-01-08,MD,social,premium,user7789@example.com
7790,2024-07-28,CA,ads,free,user7790@outlook.com
7791,2024-07-15,UK,referral,free,user7791@example.com
7792,2024-03-06,MD,referral,basic,user7792@gmail.com
7793,2024-05-25,UK,organic,premium,user7793@example.com
7794,2024-08-28,DE,ads,free,user7794@mail.com
7795,2024-09-20,ES,social,basic,user7795@gmail.com
7796,2024-01-01,UK,organic,free,user7796@gmail.com
7797,2024-11-26,UA,social,free,user7797@example.com
7798,2024-02-18,PL,social,premium,user7798@gmail.com
7799,2024-03-12,UA,organic,free,user7799@example.com
7800,2024-03-23,NL,unknown,basic,user7800@mail.com
7801,2024-01-12,ES,referral,free,user7801@mail.com
7802,2024-02-06,DE,social,basic,user7802@example.com
7803,2024-12-15,US,organic,basic,user7803@outlook.com
7804,2024-04-12,NL,ads,basic,user7804@mail.com
7805,2024-02-03,UA,organic,free,user7805@gmail.com
7806,2024-02-01,US,referral,basic,user7806@outlook.com
7807,2024-09-18,UA,referral,free,user7807@mail.com
7808,2024-10-27,US,referral,basic,user7808@mail.com
7809,2024-03-21,UK,organic,free,user7809mail.com
7810,2024-01-07,UA,organic,basic,user7810@gmail.com
7811,2024-03-08,PL,ads,free,user7811@mail.com
7812,2024-01-17,DE,organic,free,user7812@outlook.com
7813,2024-01-31,UA,social,free,user7813@mail.com
7814,2024-05-26,,social,free,user7814@mail.com
7815,2024-03-10,CA,ads,free,user7815@example.com
7816,2024-07-01,RO,ads,free,user7816@mail.com
7817,2024-03-19,UA,AD,basic,user7817@mail.com
7818,2024-11-28,CA,ads,free,user7818@example.com
7819,2024-11-15,FR,ads,basic,user7819@mail.com
7820,2024-07-22,DE,social,free,user7820@gmail.com
7821,2024-04-27,US,ads,free,user7821@mail.com
7822,2024-05-07,CA,social,free,user7822@gmail.com
7823,2024-05-19,US,referral,BASIC,user7823@outlook.com
7824,2024-09-20,RO,ads,basic,user7824@outlook.com
7825,2024-06-03,UK,organic,premium,user7825@mail.com
7826,2024-10-28,DE,ads,premium,user7826@outlook.com
7827,2024-11-29,RO,organic,basic,user7827@gmail.com
7828,2024-04-20,MD,social,premium,user7828@gmail.com
7829,2024-07-20,CA,social,basic,user7829@example.com
7830,2024-01-28,US,organic,basic,user7830@gmail.com
7831,2024-02-28,IT,organic,free,user7831@mail.com
7832,2024-05-19,RO,organic,free,user7832@mail.com
7833,2024-03-01, ro,social,free,user7833@mail.com
7834,2024-11-03,RO,ads,free,user7834@example.com
7835,2024-02-16,UK,organic,free,user7835@mail.com
7836,2024-06-05,DE,referral,basic,user7836@example.com
7837,2024-08-08,ES,ads,free,user7837@gmail.com
7838,2024-09-09,UA,referral,basic,user7838@mail.com
7839,2024-05-08,RO,ads,premium,user7839@mail.com
7840,2024-10-31,UK,social,free,user7840@example.com
7841,2024-07-23,DE,social,premium,user7841@mail.com
7842,2024-05-29,NL,organic,free,user7842@mail.com
7843,2024-01-20,DE,social,free,user7843@gmail.com
7844,2024-06-09,UA,ads,free,user7844@gmail.com
7845,2024-10-17,RO,referral,free,user7845@example.com
7846,2024-08-12,US,referral,basic,user7846@mail.com
7847,2024-10-21,MD,organic,basic,user7847@gmail.com
7848,2024-06-21,US,ads,free,user7848@gmail.com
7849,2024-02-04,UA,ads,free,user7849@mail.com
7850,2024-01-05,ES,social,basic,user7850@mail.com
7851,2024-04-07,FR,ads,premium,user7851@mail.com
7852,2024-09-11,ES,organic,free,user7852@example.com
7853,2024-10-08,FR,referral,free,user7853@example.com
7854,2024-04-05,PL,social,free,user7854@mail.com
7855,2024-06-22,MD,social,free,user7855@mail.com
7856,2024-05-22,MD,unknown,free,user7856@mail.com
7857,2024-05-18,PL,ads,free,user7857@gmail.com
7858,2024-03-11,RO,referral,free,user7858@mail.com
7859,2024-02-10,RO,social,free,user7859@mail.com
7860,2024-02-27,UK,ads,basic,user7860@mail.com
7861,2024-01-17,US,referral,free,user7861@gmail.com
7862,2024-02-28,UK,ads,free,
7863,,IT,referral,basic,user7863@example.com
7864,2024-08-17,UA,ads,premium,user7864@mail.com
7865,2024-04-12,IT,ads,free,user7865@gmail.com
7866,2024-12-10,FR,referral,premium,user7866@mail.com
7867,2024-02-26,DE,ads,free,user7867@outlook.com
7868,2024-04-24,UK,referral,basic,user7868@outlook.com
7869,2024-04-28,UA,social,free,user7869@outlook.com
7870,2024-01-03,MD,organic,free,user7870@example.com
7871,2024-10-23,ES,social,free,user7871@gmail.com
7872,2024-01-10,FR,ads,free,user7872@mail.com
7873,2024-11-28,FR,ads,free,USER7873@GMAIL.COM
7874,2024-11-09,RO,organic,BASIC,user7874@gmail.com
7875,2024-07-09,usa,organic,free,user7875@gmail.com
7876,2024-07-12,DE,social,basic,USER7876@GMAIL.COM
7877,2024-08-28,UA,organic,free,user7877@example.com
7878,2024-05-09,DE,ads,free,user7878@gmail.com
7879,2024-08-25,FR,referral,free,user7879@example.com
7880,2024-01-14,DE,organic,free,user7880@mail.com
7881,2024-01-16,US,organic,free,user7881@mail.com
7882,2024-06-06,FR,ads,free,user7882@example.com
7883,2024-07-15,CA,social,free,user7883@gmail.com
7884,2024-11-08,UK,ads,free,user7884@example.com
7885,2024-01-31,NL,organic,free,user7885@mail.com
7886,2024-10-18,PL,organic,free,user7886@mail.com
7887,2024-03-03,CA,referral,free,user7887@gmail.com
7888,2024-05-12,MD,referral,premium,user7888@mail.com
7889,2024-04-12,US,referral,basic,user7889@gmail.com
7890,2024-05-14,IT,referral,free,user7890@mail.com
7891,2024-02-14,CA,social,basic,user7891@example.com
7892,2024-06-25,US,organic,free,user7892@mail.com
7893,2024-10-12,CA,social,free,user7893@example.com
7894,2024-05-30,IT,organic,premium,user7894@example.com
7895,2024-06-20,ES,organic,free,user7895@example.com
7896,2024-10-26,FR,ads,premium,user7896@outlook.com
7897,2024-09-14,US,organic,free,user7897@mail.com
7898,2024-06-20,UK,referral,free,user7898@mail.com
7899,2024-03-21,UA,ads,free,user7899@gmail.com
7900,2024-11-07,UA,social,basic,user7900@outlook.com
7901,2024-07-27,MD,organic,free,user7901@mail.com
7902,2024-03-07,RO,social,basic,user7902@outlook.com
7903,2024-03-25,DE,referral,free,user7903@gmail.com
7904,2024-10-12,UK,ads,premium,user7904mail.com
7905,2024-01-13,US,referral,premium,user7905@mail.com
7906,2024-12-17,US,ads,free,user7906@mail.com
7907,2024-02-08,UA,ads,premium,user7907@gmail.com
7908,2024-10-10,US,organic,free,user7908@mail.com
7909,2024-05-12,IT,social,basic,user7909@mail.com
7910,2024-06-21,UA,ads,premium,user7910@mail.com
7911,2024-11-05,IT,ads,free,user7911@mail.com
7912,2024-05-19,PL,referral,basic,user7912@example.com
7913,2024-07-10,UA,referral,free,user7913@mail.com
7914,2024-01-15,RO,referral,free,user7914@mail.com
7915,2024-01-01,NL,organic,free,user7915@outlook.com
7916,2024-03-16,ES,social,free,user7916@mail.com
